ID,Movie Name,Type,Genres,Release Year,Age Range,Runtime,Kinosan Rating,Найруулагч,Зохиолч,Жүжигчид,Продакшн,runtime_minutes,Runtime_filled
2451,Хайр 2,Кино,,2023,ЭЭХ,,6,Д.Түвшинбаяр,Э.Дөлгөөн,Д.Түвшинбаяр Х.Бадамгэрэл Г.Мөнхбаяр Э.Дөлгөөн П.Эрдэнэзаан П.Цэрэндагва Б.Батмэнд Д.Мэндбаяр Б.Батсумъяа,ХЕРУБ интертайнмент Хаанаас үзэх вэ?,87.17165669,1ц 27м
2459,Хамгийн сайхан нь 2,Кино,,2024,ЭЭХ,2ц 20м,5.6,,,,[],140,2ц 20м
2460,Зура 3: Цэвэрлэгээ,Кино,,2024,13+,3ц 52м,7.3,Б.Тамир,,"М.Баярбат, Б.Барслхагва, Н.Ялалт, Б.Тамир, Г.Золбоот, Т.Бархүү, Э.Тодгэрэл, Ц.Номин, Жүжигчид М.Баярбат - Б.Барслхагва - Н.Ялалт - Б.Тамир - Г.Золбоот - Т.Бархүү - Э.Тодгэрэл - Ц.Номин",[],232,3ц 52м
2461,Улаан явар,Кино,,2024,13+,2ц 5м,6.5,,,"Б.Хулан, У.Цогтбаяр, У.Цогтбаяр, Жүжигчид Б.Хулан - У.Цогтбаяр -",[],125,2ц 5м
2464,Кикоро нууц тархи 2,Кино,,2023,13+,2ц 0м,3.2,,Б.Мөнх-Амьдрал,Хаанаас үзэх вэ?,[],120,2ц 0м
2465,Сүүлчийн бүүвэй,Кино,,2024,16+,1ц 57м,4,Ө.Мөнх-Эрдэнэ,,Жүжигчид Ц.Төмөрбаатар - З.Онон - Д.Дэлгэрсайхан - Ө.Мөнх-Эрдэнэ -,[],117,1ц 57м
2466,16 дахь хавар,Кино,,2024,16+,,6.2,Б.Гарамханд,Б.Гарамханд,Жүжигчид А.Гэрэлцэцэг Саруул Ч.Болд Ганбат Г.Эрхэмбаяр - Т.Анхзул Дөлгөөн Б.Гарамханд - Т.Лхагвадулам Тогосоо,[],87.17165669,1ц 27м
2467,Чи өөрөө хайр,Кино,,2024,16+,,6.6,Б.Энхжаргал,Б.Энхжаргал,"Ш.Алтанцэцэг, Х.Цасчихэр, Э.Мөнхтөр, Б.Мөнхнаран, Б.Батмаа, Жүжигчид Б.Энхжаргал Б.Батмаа Ш.Алтанцэцэг Х.Цасчихэр Э.Мөнхтөр Б.Мөнхнаран Г.Номин",[],87.17165669,1ц 27м
2468,Сүнсний стори,Кино,,2024,13+,2ц 8м,3.6,,,Хаанаас үзэх вэ?,[],128,2ц 8м
2469,Хайрын гэрээ,Кино,,2024,13+,1ц 28м,0,А.Баярсайхан,,Д.Хосбаяр Э.Дэлгэрцэцэг А.Баярсайхан,Эго продакшн Хаанаас үзэх вэ?,88,1ц 28м
2470,Fearbook 3,Кино,,2023,16+,,0,П.Ариунбаатар-ийн,,"Ц.Мичидмаа, Д.Хосбаяр, Жүжигчид Ц.Мичидмаа Д.Хосбаяр Кино шүүмж Mungun “Fear Book 3: Cyber Killer” нь сошиал сүлжээгээр “хакердуулж”, ухамсар оюун нь аймшгийн шидэт ертөнцөд гацсан арван жилийн ахлах ангийн хүүхдүүдийн талаар технологийн сэдэлтэй аймшгийн (techno-horror) жанрын кино юм. “FearBook”-ийн өмнөх кинонууд видео сангийн бүтээл болтой бөгөөд миний хувьд франчайзын нэг ч киног үзэж байгаагүй, танил биш болно. Киноны нэр, постер болон эхний минутуудыг нэгтгэн бодоход “Fear Book”-ийн уран бүтээлчид “маркетинг” гэх зүйлийн талаар хэзээ ч сонсож байгаагүй; франчайзаа түгээн таниулах, видео сангийн өмнөх кинонуудаа “борлуулах”-ийг огтхон ч эрмэлзээгүй мэт. Тухайлбал, франчайзынхаа театрт анх удаа гарч байгаа киног “Гурав” хэмээн дугаарласан нь видео сан ухдаггүй олон олон үзэгчийг “Зөөзөө шууд ойлгоод үзчиж болохоор өөр юу гарч байна” хэмээн төөрүүлэхүйц бол “Cyber Killer” хэмээх 12 настай эрэгтэй хүүхдийн бодолд л “күүл” тусах өчүүхэн магадлалтай “буруу бадарчихсан” (edgy) нэр нь 12-настай-эрэгтэй-хүүхэд-биш бусад үзэгчдийг нүүр буруулан үргээхүйц санагдуулсан юм. Цаашлаад, кино нь нэгэн франчайзын “Гурав” дугаар анги мөртлөө өмнөх учир явдлаа ганцхан минут гаргаад тайлбарлаад өгчихдөггүй “мэдрэмжгүй” байдал нь шинэ үзэгчдийг мохоох бас нэгэн саад болжээ. Уг нь “Fear Book 3” учиргүй чимхлүүр дүр, нарийн үйл явдалтай биш, баргийн үзэгч учир явдлыг түвэггүй ойлгохуйц. Гэвч киноны дундуур дүрүүдийн ньюанс, дурсамж хэсгүүд нь өмнөх ангиудтайгаа цөөн бус удаа холбогдох нь видео сан ухдаггүй үзэгчдийг бэсрэгхэн ундууцахаар байв Хэдий “Fear Book”-ийн талаар миний анхны сэтгэгдэл ийнхүү маруухан эхэлсэн боловч киноны үндсэн хэсэг болох “аймшгийн ертөнц”-рүү ороход тайз засалт, зураг авалтын талбай, “айлгалтууд”-ийн бишгүй хөдөлмөр зарсан сонирхолтой шийдэл гүйцэтгэл нь гэнэтийн тааламжтай сюрприз болсон юм. “Fear Book”-ийн харагдах байдал (aesthetic, visual language) болоод дүр үйл явдлын зарим эргэлт зангилааг бодоход уран бүтээлчид дунд #ResidentEvil, #SilentHill-ийг тоглож, #TheMatrix (1999), #Cube (1997), #Saw (2004)-с болон тухайн үеийн Япон аймшгийн (J-horror) кинонуудыг үзэж өссөн 1990-ээд оны залуус чухал нөлөөтэй байсан болтой. Өөлж хэлэхэд “хуулсан”, өөдрөгөөр тайлбарлахад “бүтээлчээр жишээ татсан” гэмээр, “Монголчилж” өөрчлөн эвлүүлсэн зүйлс нь “Fear Book 3”-ийн сонирхолтой бөгөөд ололттой онцлог тал байлаа. Нөгөөтээгүүр киноны аймшгийн уур амьсгал болон айлгалтууд нь цэлийтэл гэрэлтүүлсэн өрөөнд элэг хөшмөөр нүүр хувиргалт, “модон” зураг авалт, гэнэтийн чанга чимээгээр “хүчирхийлдэг” Монгол аймшгийн киноны ердийн байдлаас “Fear Book” зугтахаар хичээжээ. Камерын фокус шилжих, дэлгэцэд хачин содон зүйл орж гарах, дуу шумээр “тоглох” зэрэг аргыг ашигласан нь уран бүтээлчид тодорхой хэмжээний зүтгэл, эрэл хайгуул хийхээр оролдсоны илрэл байв. Хэдий киноны дотоод логик тууштай бус, “үнэмшил” (suspension of diseblief) цөөнгүй тохиолдолд эвдэгдэж, жүжиглэлтийн гүйцэтгэлд туршлага дутаж, бас утасны цаанаас яаж хакердахаараа хүний ухамсрыг “матрикс”-руу хийчэхдгийг тайлбарлах сэтгэлзүй/IT-ийн салбарын онол сэжүүр мэдэхгүй боловч киноны уг санаа (theme)-г олон амжилттай аймшгийн киноны адилаар бидний нийгмийн эрээн бараан бодит байдалд суурилуулахаар оролдсон нь сайшаалтай байлаа. Цахим орчинд төрөл бүрийн харилцаанд орох хэм хэмжээ (boundary)-ээ дөнгөж суралцах эмзэг үе дээрээ яваа хүүхдүүд нь технологийг ашиглахдаа өөрийгөө болон бусдыг эрсдэлд оруулах алдаа гаргаж байгаад “Fear Book”-ийн утга санаа үндэслэсэн нь энэхүү киног бодолд үлдэцтэй бөгөөд “амьдралтай” болгожээ. Киноны эхлэл сул, үнэмшил уур амьсгал тууштай бус, төгсгөл төдийлөн таалагдаагүй боловч “Fear Book”-ийн хөндөхөөр зорьсон санаа, аймшгийн уур амьсгалыг төрүүлэхээр оролдсон тайз засалт, зураг авалт болон сонсгол авианы ажиллагаа нь энэхүү киног постер болоод нэрээс нь төрсөн анхны хүлээлтээс хамаагүй дээр бүтээл болгожээ. ЦөөнҮгээр Киноны нэрийг хараад аргацаасан cringe кино үзнэ гэж бодсон. “Сайн” гэж хэлэхгүй ч санасныг бодоход давгүйээ. #ЮуӨөр байсан бол өнөөдрийн кино илүү таалагдах байсан бэ: КИНОНЫ НЭР “Гурав”, “Cyber Killer” гэх мэт “Яаж киногоо алах вэ” гэж уралдсан юм шиг хүн үргээмээр үгсийг нэрээсээ бүрэн авч хаямаар байна. 90-ээд оноос хойш аймшгийн кинонууд нэрээ яаж өгдөг байсан, видео сангийн болон театрын брэндингийг хэрхэн өөрөөр хийдгийг уран бүтээлчид судлах шаардлагатай санагдсан. ҮНДСЭН ҮЙЛ ЯВДАЛ, ДЭД ҮЙЛ ЯВДЛЫН ШИЛЖИЛТ (A, B-STORY TRANSITION) Мангастай халз тулалдах, хөөгдөөд яг баригдах г.м аймшгийн ертөнцөд болж буй нэн яаралтай, хойшлуулшгүй мөчүүдэд бодит ертөнцийн дэд үйл явдал нь түс хийж далий орж ирж байгаа үе хэд хэд байсан. Үзэгчдэд төрөх аюул түгшүүрийн мэдрэмжийг нэмэгдүүлэхээр шилжилт хийх нь зүйн хэрэг боловч ноцтой үйл явдлын дундаас гэнэт холдох нь мэдрэмжийг бууруулж байв. ДҮР ХӨГЖҮҮЛЭЛТ Хүүхдүүдийн дүр хоорондоо төдийлөн ялгараагүй. Хоёр атаман, гурваас дөрвөн атаманы дагалдан, хоёр эмэгтэй найз г.м дүрүүдэд цаг зарцуулах хэрэгтэй болсноос нэгж дүрийг хөгжүүлж, ялгарал бий болгох орон зай буурсан. Ганц сайн санаж байгаа дүр нь сүлжсэн үсээ янгирын эвэр шиг дээш нь ороосон үстэй охин байв. Магадгүй энэ нь өмнөх ангиудыг үзэгчдэд тайлбарлаагүйтэй холбоотой болов уу. #МөнгөЦагааБуцаажАвмаар байна уу? Миний хувьд үгүй. Монгол кино сонирхдоггүй үзэгчийн бодлыг эргүүлэхээр хэмжээний биш. Харин үздэг бол зарим шийдлийг үзэж баясахаар.",[],87.17165669,1ц 27м
2471,Трио,Кино,Трио  УСК,2023,13+,,6.8,Д.Баттөмөр-ийн,,"Д.Баттөмөр, С.Болд-Эрдэнэ, Жүжигчид Д.Баттөмөр С.Болд-Эрдэнэ Кино шүүмж Mungun “Trio” нь хөдөө хээр амьдардаг Дауны синдромтой хижээл эр эмгэн ээжийнхээ оршуулгыг даяанчилж яваа ламтай хамтран хийж буй талаар драм кино юм. Театрт өнгөрсөн жилүүдэд үзсэн танил бүтээлүүдээр зүйрлэвэл “Trio” нь “The Woman” (2020. Найруулагч Б.Отгонзориг) болон “Хөхөө” (2021. Найруулагч Ж.Жамъянсүрэн)-ийн ихрийн өрөөсөн буюу энэ оны “Сиймхий гэр минь, сэгсгэр ээж минь” жанрын кино ажээ. Сонирхуулахад, гурван киноны нас барах тавилантай эмгэний дүрийг нэг л жүжигчин (жүжигчин Т.Борхүү) бүтээсэн нь А.Монгол Улс нь “Нас бардаг өрөвдөлтэй эмгэн”-ий дүр бүтээх жүжигчний ноцтой дутагдалд орсон байна; Б.“Нас бардаг өрөвдөлтэй эмгэн”-ий дүрийн тендер шударга бус явагдаж, ганц гүйцэтгэгч олон жил улиран сонгогдож байна; эсвэл В.Кино уран бүтээлчид дүр сонгох, өмнөх жилийнхээ адилхан киноноос ялгарах талаар зах зээлийн ойлголт, маркетингийн мэдрэмж, үзэгчдийн сэтгэлзүйн талаар төсөөлөл 0% байна гэсэн бодлыг төрүүлэв. Нэгэнт эмээгийн дүр нь copy-paste-лагдсан кино маань бусад “Сиймхий гэр минь, сэгсгэр ээж минь”-чин ихрүүдээсээ төдийгүй бусад Монгол киноноос ялгарах хэрэгтэй болжээ. “Trio”-д онцлог алтан боломж байсан нь Дауны синдромтой гол дүр болон Монгол маягийн/Шарын ёсны оршуулгын зан үйлийг “уудлах” байлаа. Гэтэл киноны уран бүтээлчид эмээгийн дүр дээр эрэл хайгуул хийлгүй залхуурсан шигээ Дауны синдромын дүрслэл болоод хүн хойдохыг гүйцэлдүүлэх учрыг тайлбарлахдаа мөн л “халтуурджээ”. Энэ киноны гол дүр (жүжигчин Д.Баттөмөр) Дауны синдромтой байсан нь киноны дүр үйл явдалд холбоо хамааралтай байсан ганц ч секунд үгүй. Дауны синдромтой хүний оюун бодолд юу болдог, сэтгэл сэтгэлгээ нь хэрхэн оршдог, юу хийж чадах бас чадахгүй, эргэн тойрныхонд нь ямар сорилт тулгардаг тухай хүнд үлдэхүйц үнэ цэнтэй мэдээлэл, агуулга, утга санаа, ойлголт “Trio”-д түй ч үгүй. Өөрөөр хэлбэл, гол дүрийн бага насны товчхон үзэгдэлд Даунтай жинхэнэ хүүхэд ашиглаагүй бол түүнийг “Харри Поттерт шившлэгдүүлсэн” гэж ч тайлбарлаж болохоор чанарын ялгаагүй нь хөх инээд хүрмээр. Цаашлаад, Даунтай эрийн дүрийг жүжигчин “Банш Батаа” (жүжигчин Д.Баттөмөр) бүтээсэн нь мэдрэмжгүй муйхар сонголт юм шиг. Сүүлийн 20 шахам жил нүд ам нь эргэлдсэн, орилж гуагчсан, хагас галзуу дүрүүдээрээ л “сэтгэлд хоногшсон” түүнийг Дауны синдромтой хэмээж ямар нэгэн ньюансгүй, нүд ам нь эргэлдсэн, орилж гуагчсан, хагас галзуу байдлаар нь ашигласан нь дэндүү-дээ-дэндүү ямар нэг харгис тохуурхал мэт. “Trio”-ийн үйл явдлын 90% нь Даунтай эр болон даяанч ламын үйлдэх оршуулгын зан үйл байв. Монголд оршуулга хийхэд их олон зүйл “автоматаар” болдог. Алтан сав гэж юув, түүнийг яагаад “нээдэг” вэ гэдгээс эхлээд газар сонгох ёс, лам яг ямар үгтэй юу гэдэг номыг хурдаг, хүн гаргаж байгаа хүмүүс яагаад малгай хормойгоо буруулдаг, буцаж ирэхдээ эргэж хардаггүй шалтгаан, гараа угаахад яахлээрээ… гэх мэт бид бүгд л их бага хэмжээгээр оролцож үзсэн мөртлөө цаадхыг нь мэдэхгүй, “автоматаар” хийдэг зүйлсийн учир шалтгааныг уран сайхны аргаар үзэгчдэд ойлгуулах нь “Trio”-г үзүүштэй бөгөөд соёлын өндөр ач холбогдолтой бүтээл болгох байв. Гэвч “Trio”-г үзэх нь яг л ээлжит оршуулгадаа “харанхуйгаар” оролцож буй мэт. Зан заншил, шашин номын учир шалтгааныг киноны төгсгөлд ч үзэгчид мэдэхгүй хэвээр хоцров. Магадгүй нүд үзүүрлэгдсэн, эхийгээ алдаж гансирсан Даунтай эрийг даяанч лам энэрч, үйлдэж буй зан үйлийнхээ учир шалтгааныг голж түвэгшээлгүй тайлбарлаж, киноны эцэст Даунтай эр бидний төсөөлснөөс ч ихийг ойлгосон сюрпризтэй байсан бол “Trio” нь гадаад дотоодын үзэгчдэд шинийг таниулсан, ямар ч хүнийг дутуучлан голохгүй байхыг сануулсан даацтай бүтээл болох байжээ. “Trio” нь чухал зан үйлийг сэдэвчилсэн үйл явдал, онцлог гол дүрээ хумсын чинээ ч уудалж чадсангүй. Өнгөцхөн зохиол, хий дүүрсэн зорилго чиглэлгүй найруулгатай энэ киног гадныхан үзээд “Хөөрхий Монгол гэж нэг сураггүй ядарсан орны “кино” хийж байна гээд л өөрсдийгөө андуурч хөөрцөглөж яваа хэдэн баагий нэг юм хутгаад ирсэн урмыг бодохоос” хэмээн нэрэлхэж, хэдэн навч өгч “аргалав” уу? #ЦөөнҮгээр: Хөдөөний эмгэн ээж нь үхдэг ээлжит кино дундаа хамгийн сул нь. Гадныхан өрөвдөж нэрэлхсэндээ л шагнав уу гэж гайхмаар. ЮуӨөр байсан бол өнөөдрийн кино илүү таалагдах байсан бэ? ЗАН ЗАНШИЛ Яагаад шарын шашинд оршуулгыг тэгэж хийдгийг үйл явдал, харилцан ярианд тусгавал кино илүү баялаг, үнэ цэнтэй, ач холбогдолтой болох байв. ДАУНЫ СИНДРОМ “Дауны синдромтой” гэж гол дүрээ онцолсон мөртлөө энэхүү нөхцөл байдлыг үзэгчдэд ойлгуулан ухааруулах, мэдээлэх, шинэ өнцгөөс тусгах зүйл кинонд ганц ч байсангүй. ХӨГЖМИЙН НАЙРУУЛГА Хөгжим хаана, хэзээ, хэр хэмжээгээр гэдэг хамгийн чухал. Сэтгэл хөдлөлийг хүчилсэн, чих зодсон, сцендээ илүүдсэн хөгжим анхаарал сарниулж байв. МөнгөЦагааБуцаажАвмаар байна уу? Эргэлзээгүй тийм.",[],87.17165669,1ц 27м
2472,Ээждээ,Кино,,2023,13+,,6.6,Г.Жанчив,Г.Жанчив,"З.Онон, Б.Ганжаргал, Ц.Номин, Жүжигчид З.Онон Б.Ганжаргал Г.Жанчив Ц.Номин Кино шүүмж Mungun “Ээждээ” нь Альцхаймерын (тархины эсүүд үхэж ой санамж, сэтгэн бодох чадвар доройтох эмгэг) өвчинтэй тулгарч буй ээж охин хоёрын талаар драм кино юм. Нялуунаас шулуун нь дээр. “Ээждээ” нь “кино” гэж нэрлээд театрт гаргаж байгаа нь 5 минут үзээд л луйвар шиг санагддаг мөнгө цагийн хулгай болжээ. 10 минутын кинонд ч чамлагдам ядмаг явдлыг 80+ минутын турш ур дүйгүй хэмнэл найруулга, ядмаг болхи хийцлэл, улиг болсон нэг хэмжээст дүрүүд, хүүхдийн сошиал бичлэг аятай сонирхогчийн түвшний жүжиглэлт, орилоон хашхичааныг “драматик харилцан яриа” гэх харанхуй андуурал, сонсголын бэрхшээлтэй хүмүүсийг онцгойлон томилсон гэмээр дууны чанар… Энэ бүхэн нь Хагассайны өглөө киног үзсэн надад амралтын өглөөгөө хогруу чулуудаж, нүд чихээ гутаалгасан мэт, алдагдсан амьдралын цагаа нэхэмжилмээр хүчтэй уцаарыг төрүүлэв. Хэдийнээ үзэж залхсан “эх үрийн элбэрэл”, “өнгө мөнгүү хайр ситэглүү” өгүүлэмжээс гадна “Канугаа ингээд маркетингдчуул аллаа хөгшөөн” гэсэн ганц онцгой санаа нь “Альцхаймерын өвчин” байв. Гэвч “Ээждээ” нь Монголын тайзны хошин шогийн логикоор ажилладаг кино ажээ. Иймд өвчтэй дүр алга урвуулах төдий л “тэнэг солиотой” хүн болон хувирч, хамгийн буруу үедээ мартаж санана. Кино Альцхаймерын өвчнөө өнгөцхөн танилцуулаад уйлалдаж чарлалдсаар цагийг нөхцөөх бөгөөд үзэгчдэд мөлжүүр зажлууртай мэдээлэл, сэтгэл хөдлөлийг өдөөх зүйлгүй. Шаналаад уйлаад, уйлаад л шаналаад л байхаас биш хүнд өвчинтэй хүн хэрхэн тэмцдэг, амьдралаа авч явахаар чармайдгийг уран бүтээлчид үзүүлсэнгүй. Гагцхүү “Чи хинбэээ, би хаанээнаа” гэхээс цаашгүй нь Альцхаймерын бодит шинж тэмдэгтэй хүмүүсийг тэнэг мангар хэмээн олон нийт өнгөцхөн дүгнэхэд хүргэж болох гажууд буруу ойлголтыг агуулжээ. Киноны өөр урам хугалам зүйл нь залуу хосуудын үерхэл харилцаа байв. “Хөөрхөн байгааздээ” гэж биенээ магтахаас өөрөөр тэр хоёр хамтдаа байгаа шалтгаан үгүй. Зохиол найруулгын гажуудал нь жүжигчдийн хязгаарлагдмал чадвартай хосолсноор хайрт хосуудын авцалдаа уусал (chemistry) эс мэдрэгдэнэ. Идэж ууж, хамт зугаалж байгаа монтаж нь хүмүүс мэдрэмж оюунаараа холбогдох сэтгэлийн углуурыг орлуулах боломжгүйг уран бүтээлчид огтхон ч ухаарсангүй. Залуу бүсгүй хоёр нэгнээсээ ямар давтагдашгүй чанар, онцгой шинж тэмдгийг харсныг бид үзэхгүй тул “Энэ хоёр нялх юм салчина л биздээ, юундаа наалдаадайдындээ 🤣🤣🤣” гэхээс цааш бодол эс төрнө. “Ээждээ”-ийн зураглал зураг авалт нь дусал ч шинэ санаагүй уйтгар гунигийн далай боловч техникийн гүйцэтгэл талаас хамгийн том “нүгэл” нь дууны чанар байв. “Ээждээ”-г үзээд би утсаа оролдоогүй, яагаад гэвэл чихээ таглаад хоёр гар завгүй. Сонсголгүй үзэгчдэд зориулсан мэт залны царгиа цуурайтай дуу шум, цэвэрлэх сэтгэл дутсан аяга шанаганы пир пар чимээ, нялчихсан хөгжим, хэт өндөр түвшинтэйн дээр давтамж ойрхон чарлаан нь “Ээждээ”-г хийхэд уран бүтээлч сэтгэл сэтгэлгээ хэнд ч хаана ч байгаагүйн тод илрэл гэлтэй. “Ээждээ”-с төрсөн бодол бүхнээ бичье гэвэл review дахиад гурав дахин урт, басхүү бичиж байгаа надад ч, уншиж байгаа танд ч ямар нэгэн эерэг энерги эс өгөх энэ оны хамгийн бухимдалт бичвэр болох нь ээ. Монгол кино муу байж болох ч уран бүтээлчид нь өнгөтэй өөдтэй зүйл хийхээр хичээж байгаа нь бишгүй анзаарагдаг, түүнийг нь ч их бага гэлтгүй дурдахыг би хичээдэг. Тэгвэл “Ээждээ” нь Монгол уран бүтээлчдийн креатив байдал, мэдлэг мэдээлэл, сэтгэлгээ хандлагын хоцрогдол, хоосролын тодоос тод илрэл болсон мөнгө цагийн хулгай байв. ЦөөнҮгээр “Нус нулимсаар нүдээд хэдэн цаас салгачиж болдгиймдөө” гэж амташсан аятай аргацаасан, ядмаг мөнгө цагийн хулгай. #ЮуӨөр байсан бол өнөөдрийн кино илүү таалагдах байсан бэ: АЛЬЦХАЙМЕР ГЭЖ ЮУ ВЭ Хүнд юм зарах гэж сэдэв сонгосон бол уншиж судалж байя. Хүнд өвчин гэдэг заавал эцсийн эргэлт, цэг биш; толгой нь ажилладаг уран бүтээлч үүнийг их адал явдлын эхлэл ч болгож чадна. ХООРОНДОО ХАМААРАХ ЗӨРЧИЛ Киноны гол дүрийн охин эсвэл нэг залуу дагаад, эсвэл ээжийгээ дагаад гүйчихдэг нь үнэмшилгүй, үзэхэд ч залхмаар. Хайртай хүмүүсийнх нь нэг асуудал нөгөөтэй хутгалдах зэргээр хоёр “фронт”-ийн үйл явдлыг авцалдаатай болгох шаардлагатай. Эс бөгөөс киноны үйл явдал 80 минутын турш анхаарал сонирхол барих чадамжгүй, ядмаг хоосон байна. ДУУНЫ ЧАНАР Киногоо театрт гаргахаас өмнө өөрсдөө үзэж шалгадаг л байлтай? Ийм бүдүүлэг, болхи, сэтгэлгүй үйлдэл киноны талаар үнэлэмжийг ноцтой доош татдаг. МөнгөЦагааБуцаажАвмаар байна уу? Мөнгө цагийн хулгай. ЭэждээМУСК (2023) – ★☆☆☆☆ (0.5/5) + (Авууштай, сайн гэж онцолмоор зүйл миний хувьд байсангүй) - Тайван зогсоод тайлбарлавал шийдэгдэхээр хуурам драмууд - Залхмаар их орилоон, нус нулимс - Дүрдээ наалддаггүй жүжигчид сонголт - Жин даацгүй ахуйн харилцан яриа - Ядруухан гүйцэтгэлтэй, хэргээр мэдээлэл нуусан хямд эргэлт - Цуурайтсан дуу шум, чих өвтгөм дууны түвшин - 80 минут аргацаасан хэмнэл өрнөлгүй хоосон үйл явдал - Хүүхдүүд шатаадаг дэнлүүт цаас хийсгэж ой хээрийн түймэр тавьбал энэ киног шүүхэд өгөөрэй 2024-06-06 16:45:08 Дэлгэрэнгүй",[],87.17165669,1ц 27м
2473,Зурвас,Кино,Зурвас УСК,2023,13+,,0,,,,[],87.17165669,1ц 27м
