actor_name,actor_id,birth_date,profession
Н Ундрах,849,9/21/1988 0:00,Жүжигчин
Г Бат-Эрдэнэ,850,7/26/1991 0:00,Жүжигчин
Арилдын Гантулга,851,12/18/1975 0:00,Жүжигчин
А Сүхбат,852,4/19/1947 0:00,Жүжигчин
Г Тэнүүн,853,10/20/1965 0:00,Жүжигчин
Д Санжаадорж,854,10/21/2005 0:00,Жүжигчин
Амарын Туяа,855,11/30/1942 0:00,Жүжигчин
Э Мөнхтулга,856,1/10/1998 0:00,Жүжигчин
Д Мөнххишиг,857,3/6/1985 0:00,Жүжигчин
Бадамсэдийн Билгүүн,858,9/27/1958 0:00,Жүжигчин
Бат-Оршихийн Одгэрэл,859,5/7/1991 0:00,Жүжигчин
Гомбын Мягмарнаран,860,1/25/1946 0:00,Жүжигчин
Цэгмидийн Төмөрхуяг,861,3/28/1995 0:00,Найруулагч
Базаррагчаагийн Эрдэнэцэцэг,862,11/7/1942 0:00,Найруулагч
Kang Tae Young,863,1/9/1947 0:00,Жүжигчин
Pan In Hae,864,12/10/1983 0:00,Жүжигчин
Төгсжаргалын Мөнх-Эрдэнэ,865,7/5/1983 0:00,Жүжигчин
Lance Reddick,866,12/10/2005 0:00,Жүжигчин
Ёндонгийн Алтангэрэл,867,7/31/1941 0:00,Жүжигчин
Шанхүүгийн Алтанцэцэг,868,12/8/1983 0:00,Жүжигчин
Дамбарэнцэнгийн Хүрэлхүү,869,1/4/1949 0:00,Найруулагч
Хүрэлхүүгийн Намуун,870,11/28/1982 0:00,Жүжигчин
О Гүнчин-Иш,871,2/20/1981 0:00,Жүжигчин
Нармандахын Мөнхсоёл,872,12/5/1984 0:00,Жүжигчин
Б Ариуннаран,873,3/16/1999 0:00,Жүжигчин
Ц Алтанцэцэг,874,12/27/1996 0:00,Жүжигчин
У Оюундарь,875,11/30/1941 0:00,Жүжигчин
Равдангийн Баттогтох,876,8/3/1981 0:00,Жүжигчин
Д Амараа,877,3/25/1956 0:00,Найруулагч
Д Баяртогтох,878,11/23/1955 0:00,Жүжигчин
Х Тунгалагтамир,879,12/1/1969 0:00,Жүжигчин
Ц Сод-Од,880,6/9/1949 0:00,Жүжигчин
О Баясах,881,5/21/1996 0:00,Жүжигчин
NTV телевиз,882,4/8/1991 0:00,Найруулагч
Ч Хоролдорж,883,5/8/1993 0:00,Найруулагч
Б Наранхүү,884,1/30/1953 0:00,Жүжигчин
Совдын Дамдин,885,7/15/1943 0:00,Жүжигчин
Цэгмидийн Цэрэнболд,886,5/21/1977 0:00,Найруулагч
Bradley Raymond,887,12/17/1940 0:00,Найруулагч
Matthew Broderick,888,2/7/2000 0:00,Жүжигчин
Jeremy Irons,889,1/25/1959 0:00,Жүжигчин
James Earl Jones,890,4/25/1983 0:00,Жүжигчин
Moira Kelly,891,1/9/2000 0:00,Жүжигчин
Nathan Lane,892,5/21/1942 0:00,Жүжигчин
Li Zhang,893,5/11/1940 0:00,Найруулагч
Winston Chao,894,5/10/1940 0:00,Жүжигчин
Jim Kammerud,895,4/26/1950 0:00,Найруулагч
Brian Smith,896,5/30/1943 0:00,Найруулагч
Barry Bostwick,897,2/13/1994 0:00,Жүжигчин
Jason Alexander,898,12/29/1979 0:00,Жүжигчин
Martin Short,899,9/6/2004 0:00,Жүжигчин
Phil Lord,900,11/24/1992 0:00,Найруулагч
Chris Miller,901,7/28/2003 0:00,Найруулагч
Jonah Hill,902,9/29/1955 0:00,Зохиолч
Channing Tatum,903,12/29/1958 0:00,Жүжигчин
Ernie Barbarash,904,1/23/1996 0:00,Найруулагч
Jean-Claude Van Damme,905,2/29/1956 0:00,Жүжигчин
Joe Flanigan,906,10/11/1943 0:00,Жүжигчин
Robert Zemeckis,907,2/29/1984 0:00,Найруулагч
Jim Carrey,908,11/11/1992 0:00,Жүжигчин
Gary Oldman,909,11/26/2003 0:00,Жүжигчин
Bibo Bergeron,910,3/27/2001 0:00,Найруулагч
Mathieu Chedid,911,12/8/1947 0:00,Жүжигчин
Vanessa Paradis,912,12/17/1990 0:00,Жүжигчин
Vincent Kesteloot,913,11/5/1995 0:00,Найруулагч
Ben Stassen,914,1/28/1986 0:00,Найруулагч
Pat Carroll,915,2/8/1994 0:00,Жүжигчин
Carlos McCullers II,916,4/23/1995 0:00,Жүжигчин
Cinda Adams,917,6/21/1969 0:00,Жүжигчин
Anthony Power,918,8/25/1942 0:00,Найруулагч
Kim Hasper,919,2/9/1970 0:00,Жүжигчин
David Turba,920,4/26/1953 0:00,Жүжигчин
Kyu-Dong Min,921,7/4/1947 0:00,Найруулагч
Kwang Soo Lee,922,3/30/1948 0:00,Жүжигчин
Seon-gyun Lee,923,1/10/1986 0:00,Жүжигчин
Ben Affleck,924,4/19/1973 0:00,Найруулагч
Bryan Cranston,925,8/18/1975 0:00,Жүжигчин
John Goodman,926,3/8/1989 0:00,Жүжигчин
Haley Joel Osment,927,3/9/1976 0:00,Жүжигчин
Frances O'Connor,928,7/31/1981 0:00,Жүжигчин
Sam Robards,929,9/4/1945 0:00,Жүжигчин
Gerard Depardieu,930,3/5/1996 0:00,Жүжигчин
Edouard Baer,931,8/14/1969 0:00,Жүжигчин
Terry Zwigoff,932,3/30/1950 0:00,Найруулагч
Billy Bob Thornton,933,9/5/1993 0:00,Жүжигчин
Bernie Mac,934,6/26/1988 0:00,Жүжигчин
Lauren Graham,935,7/2/1943 0:00,Жүжигчин
Jake Kasdan,936,9/27/1952 0:00,Найруулагч
Cameron Diaz,937,1/14/1941 0:00,Жүжигчин
Lucy Punch,938,11/14/1957 0:00,Жүжигчин
Brian Pimental,939,8/7/1946 0:00,Найруулагч
Patrick Stewart,940,11/8/1986 0:00,Жүжигчин
Alexander Gould,941,6/28/1974 0:00,Жүжигчин
William Lau,942,9/10/2004 0:00,Найруулагч
Kelly Sheridan,943,6/18/1989 0:00,Жүжигчин
Tim Curry,944,5/12/1980 0:00,Жүжигчин
Kira Tozer,945,8/13/1973 0:00,Жүжигчин
Conrad Helten,946,8/6/1943 0:00,Найруулагч
Chiara Zanni,947,8/19/1944 0:00,Жүжигчин
Tabitha St Germain,948,9/4/1980 0:00,Жүжигчин
Kathleen Barr,949,4/15/1940 0:00,Жүжигчин
Ezekiel Norton,950,10/17/1942 0:00,Найруулагч
Steve Granat,951,6/18/1954 0:00,Жүжигчин
Cydne Clark,952,5/10/1998 0:00,Жүжигчин
Jay Oliva,953,4/16/1970 0:00,Найруулагч
Peter Weller,954,10/31/1986 0:00,Жүжигчин
Ariel Winter,955,3/1/1967 0:00,Жүжигчин
Sam Liu,956,6/5/1951 0:00,Найруулагч
Lauren Montgomery,957,6/30/1964 0:00,Найруулагч
Ben McKenzie,958,1/20/1946 0:00,Жүжигчин
Sebastian O Montes,959,11/2/1990 0:00,Найруулагч
Scooter Tidwell,960,2/11/1952 0:00,Найруулагч
Tara Strong,961,11/3/1964 0:00,Жүжигчин
Paul Eiding,962,9/6/2004 0:00,Жүжигчин
Meagan Smith,963,1/26/1979 0:00,Жүжигчин
Darren Aronofsky,964,4/7/1970 0:00,Найруулагч
Natalie Portman,965,11/3/1975 0:00,Жүжигчин
Mila Kunis,966,10/1/1991 0:00,Жүжигчин
Mucci Fassett,967,10/17/1956 0:00,Найруулагч
Britt mckillip,968,1/1/1982 0:00,Жүжигчин
Brittany Wilson,969,8/6/1997 0:00,Жүжигчин
Ashleigh Ball,970,10/12/1977 0:00,Жүжигчин
Sean McNamara,971,6/21/1969 0:00,Найруулагч
Dorla Bell,972,7/30/1949 0:00,Жүжигчин
Ian James Corlett,973,5/21/1956 0:00,Жүжигчин
Olivia Hack,974,6/9/2002 0:00,Жүжигчин
Soleil Moon-Frye,975,9/22/1975 0:00,Жүжигчин
Tia Mowry,976,11/21/1959 0:00,Жүжигчин
Mel Gibson,977,8/12/1967 0:00,Найруулагч
Patrick McGoohan,978,2/24/1978 0:00,Жүжигчин
Jake Gyllenhaal,979,6/24/1975 0:00,Жүжигчин
Heath Ledger,980,3/9/1986 0:00,Жүжигчин
Joe Johnston,981,12/29/1956 0:00,Найруулагч
Hugo Weaving,982,11/7/1982 0:00,Жүжигчин
John Lasseter,983,3/20/1969 0:00,Найруулагч
Joe Ranft,984,1/29/2002 0:00,Найруулагч
Owen Wilson,985,6/4/1950 0:00,Жүжигчин
Bonnie Hunt,986,10/18/1949 0:00,Жүжигчин
Brad Lewis,987,6/21/1970 0:00,Найруулагч
Larry the Cable Guy,988,7/20/1973 0:00,Жүжигчин
Martin Campbell,989,8/6/1985 0:00,Найруулагч
Daniel Craig,990,9/1/1966 0:00,Жүжигчин
Eva Green,991,4/21/2000 0:00,Жүжигчин
Judi Dench,992,4/18/1971 0:00,Жүжигчин
Jennifer Chambers Lynch,993,7/14/1948 0:00,Найруулагч
Vincent D'Onofrio,994,11/13/1947 0:00,Жүжигчин
Eamon Farren,995,3/30/2004 0:00,Жүжигчин
Evan Bird,996,11/6/1948 0:00,Жүжигчин
Bradley Parker,997,7/23/2002 0:00,Найруулагч
Jesse McCartney,998,5/9/1958 0:00,Жүжигчин
Jonathan Sadowski,999,3/1/1946 0:00,Жүжигчин
Olivia Dudley,1000,2/10/1960 0:00,Жүжигчин
Peter Lord,1001,7/27/1980 0:00,Найруулагч
Nick Park,1002,3/29/1968 0:00,Найруулагч
Phil Daniels,1003,11/6/1991 0:00,Жүжигчин
Lynn Ferguson,1004,4/29/1980 0:00,Жүжигчин
Gregory Poppen,1005,6/14/1966 0:00,Найруулагч
Tom Arnold,1006,11/20/1981 0:00,Жүжигчин
C Thomas Howell,1007,2/13/2004 0:00,Жүжигчин
Alastair Fothergill,1008,3/7/1967 0:00,Найруулагч
Mark Linfield,1009,2/16/1950 0:00,Найруулагч
Tim Allen,1010,12/24/1966 0:00,Найруулагч
Laura Weissbecker,1011,6/13/1995 0:00,Жүжигчин
Oliver Platt,1012,5/13/1954 0:00,Жүжигчин
Pascal Herold,1013,8/23/2002 0:00,Найруулагч
Alexandra Lamy,1014,10/30/1978 0:00,Жүжигчин
Yolande Moreau,1015,9/15/1979 0:00,Жүжигчин
Tom Tykwer,1016,12/3/1960 0:00,Найруулагч
Tom Hanks,1017,10/1/2000 0:00,Жүжигчин
Halle Berry,1018,5/19/1942 0:00,Жүжигчин
Hugh Grant,1019,9/18/1959 0:00,Жүжигчин
Kevin Costner,1020,8/13/1967 0:00,Найруулагч
Mary McDonnell,1021,7/2/1971 0:00,Жүжигчин
Graham Greene,1022,4/17/1971 0:00,Жүжигчин
Paul W S Anderson,1023,10/6/1949 0:00,Найруулагч
Jason Statham,1024,7/26/1967 0:00,Жүжигчин
Joan Allen,1025,11/21/1954 0:00,Жүжигчин
Ian McShane,1026,4/15/1946 0:00,Жүжигчин
Roel Reine,1027,10/13/1977 0:00,Найруулагч
Luke Goss,1028,2/27/1963 0:00,Жүжигчин
Lauren Cohan,1029,5/5/1977 0:00,Жүжигчин
Sean Bean,1030,12/3/1978 0:00,Жүжигчин
Tanit Phoenix,1031,5/2/1986 0:00,Жүжигчин
Danny Trejo,1032,2/8/1976 0:00,Жүжигчин
Nikhil Advani,1033,10/7/1982 0:00,Найруулагч
Cary Elwes,1034,10/2/1978 0:00,Жүжигчин
Troy Baker,1035,1/23/1983 0:00,Жүжигчин
Jane Lynch,1036,9/12/1980 0:00,Жүжигчин
Yoon-suk Choi,1037,11/13/1960 0:00,Найруулагч
John Kafka,1038,4/3/1956 0:00,Найруулагч
Rob Schneider,1039,12/21/1991 0:00,Жүжигчин
Pamela Adlon,1040,8/14/1962 0:00,Жүжигчин
Ángel Izquierdo,1041,3/30/1976 0:00,Найруулагч
Robert Paterson,1042,12/31/1952 0:00,Жүжигчин
Todd Phillips,1043,6/22/1968 0:00,Найруулагч
Robert Downey Jr,1044,12/16/1974 0:00,Жүжигчин
Zach Galifianakis,1045,4/26/1981 0:00,Жүжигчин
Mark Wu,1046,9/28/1974 0:00,Найруулагч
Justin Cheung,1047,10/21/1963 0:00,Жүжигчин
Gregory Wong,1048,6/24/2003 0:00,Жүжигчин
Eduardo Rodriguez,1049,11/3/1973 0:00,Найруулагч
Scott Adkins,1050,5/7/1993 0:00,Жүжигчин
Petar Bachvarov,1051,8/15/1988 0:00,Жүжигчин
Cal Brunker,1052,11/6/1976 0:00,Найруулагч
Brendan Fraser,1053,7/3/1998 0:00,Жүжигчин
Rob Corddry,1054,6/19/1948 0:00,Жүжигчин
Jessica Alba,1055,10/15/2000 0:00,Жүжигчин
Richard Bates Jr,1056,2/12/1996 0:00,Найруулагч
AnnaLynne McCord,1057,3/29/1973 0:00,Жүжигчин
Traci Lords,1058,5/27/1988 0:00,Жүжигчин
Mark A Z Dippé,1059,5/4/1974 0:00,Найруулагч
Kyung Ho Lee,1060,9/27/1957 0:00,Найруулагч
Frank Welker,1061,10/16/1992 0:00,Жүжигчин
Rajia Baroudi,1062,3/25/1956 0:00,Жүжигчин
Gregg Berger,1063,10/2/1960 0:00,Жүжигчин
Ridley Scott,1064,4/10/1974 0:00,Найруулагч
Russell Crowe,1065,4/8/1995 0:00,Жүжигчин
Joaquin Phoenix,1066,10/28/1974 0:00,Жүжигчин
Iginio Straffi,1067,5/4/1965 0:00,Найруулагч
Luca Argentero,1068,8/12/1972 0:00,Жүжигчин
Laura Chiatti,1069,10/1/1942 0:00,Жүжигчин
Julianne Hough,1070,8/24/1947 0:00,Жүжигчин
Kelly Asbury,1071,9/10/1943 0:00,Найруулагч
James McAvoy,1072,10/3/1944 0:00,Жүжигчин
Emily Blunt,1073,4/28/1997 0:00,Жүжигчин
Ashley Jensen,1074,7/28/1995 0:00,Жүжигчин
Chris Gifford,1075,3/31/1994 0:00,Найруулагч
Jake T Austin,1076,9/1/1943 0:00,Жүжигчин
Gabriela Aisenberg,1077,2/14/1945 0:00,Жүжигчин
Koji Yakusho,1078,7/9/1958 0:00,Жүжигчин
Naoto Takenaka,1079,4/23/1977 0:00,Жүжигчин
Ron Clements,1080,1/19/1962 0:00,Найруулагч
Tate Donovan,1081,3/6/1972 0:00,Жүжигчин
Josh Keaton,1082,6/2/1951 0:00,Жүжигчин
James Woods,1083,3/25/1988 0:00,Жүжигчин
Ron Underwood,1084,9/19/1960 0:00,Найруулагч
Melissa Joan Hart,1085,5/23/1944 0:00,Жүжигчин
Mario Lopez,1086,1/7/1989 0:00,Жүжигчин
Chris Columbus,1087,8/2/1999 0:00,Найруулагч
Macaulay Culkin,1088,12/19/1940 0:00,Жүжигчин
Joe Pesci,1089,10/26/1968 0:00,Жүжигчин
Daniel Stern,1090,8/5/1994 0:00,Жүжигчин
Raja Gosnell,1091,8/10/1986 0:00,Найруулагч
Alex D Linz,1092,7/13/1996 0:00,Жүжигчин
Olek Krupa,1093,5/28/1967 0:00,Жүжигчин
Rya Kihlstedt,1094,7/27/1964 0:00,Жүжигчин
Will Finn,1095,10/22/1986 0:00,Найруулагч
John Sanford,1096,2/20/1950 0:00,Найруулагч
Cuba Gooding Jr,1097,10/20/1955 0:00,Жүжигчин
Jennifer Tilly,1098,8/28/1979 0:00,Жүжигчин
Seth Gordon,1099,2/13/1984 0:00,Найруулагч
Jason Bateman,1100,11/24/1947 0:00,Жүжигчин
Charlie Day,1101,7/19/1973 0:00,Жүжигчин
Jason Sudeikis,1102,2/1/1964 0:00,Жүжигчин
Jimmy Hayward,1103,2/11/1973 0:00,Найруулагч
Steve Martino,1104,4/4/2003 0:00,Найруулагч
Steve Carell,1105,1/20/1945 0:00,Жүжигчин
Carol Burnett,1106,9/13/2005 0:00,Жүжигчин
Hayao Miyazaki,1107,9/2/1969 0:00,Найруулагч
Steven R Monroe,1108,12/17/1990 0:00,Найруулагч
Sarah Butler,1109,1/6/1968 0:00,Жүжигчин
Jeff Branson,1110,7/10/1960 0:00,Жүжигчин
Andrew Howard,1111,11/10/1990 0:00,Жүжигчин
Carlos Saldanha,1112,5/21/1985 0:00,Найруулагч
Ray Romano,1113,7/4/1949 0:00,Жүжигчин
John Leguizamo,1114,7/23/1986 0:00,Жүжигчин
Denis Leary,1115,9/14/1989 0:00,Жүжигчин
Mike Thurmeier,1116,8/6/1965 0:00,Найруулагч
Reinhard Klooss,1117,2/3/2001 0:00,Найруулагч
Holger Tappe,1118,4/19/1982 0:00,Найруулагч
Anke Engelke,1119,1/7/1962 0:00,Жүжигчин
Oliver Kalkofe,1120,9/15/1940 0:00,Жүжигчин
Wigald Boning,1121,7/19/1984 0:00,Жүжигчин
Perry Bhandal,1122,10/18/1953 0:00,Найруулагч
Caroline Tillette,1123,12/6/1989 0:00,Жүжигчин
Juan Carlos Fresnadillo,1124,8/28/1974 0:00,Найруулагч
Clive Owen,1125,10/21/1970 0:00,Жүжигчин
Carice van Houten,1126,10/22/1950 0:00,Жүжигчин
Hiroshi Hamazaki,1127,12/17/1986 0:00,Найруулагч
Norman Reedus,1128,12/13/1950 0:00,Жүжигчин
Matthew Mercer,1129,7/28/1967 0:00,Жүжигчин
Eric Bauza,1130,3/13/1995 0:00,Жүжигчин
Brad Peyton,1131,9/29/2000 0:00,Найруулагч
Josh Hutcherson,1132,4/14/2005 0:00,Жүжигчин
Dwayne Johnson,1133,3/25/2003 0:00,Жүжигчин
Boudewijn Koole,1134,9/10/1976 0:00,Найруулагч
Rick Lens,1135,3/25/1953 0:00,Жүжигчин
Loek Peters,1136,5/19/1995 0:00,Жүжигчин
Saul Blinkoff,1137,11/27/1992 0:00,Найруулагч
Elliot M Bour,1138,5/12/2005 0:00,Найруулагч
Patrick Warburton,1139,12/18/1982 0:00,Жүжигчин
Tracey Ullman,1140,5/6/1949 0:00,Жүжигчин
Eartha Kitt,1141,3/11/1973 0:00,Жүжигчин
Jennifer Yuh,1142,8/1/1969 0:00,Найруулагч
Jack Black,1143,8/20/1995 0:00,Жүжигчин
Angelina Jolie,1144,6/4/1975 0:00,Жүжигчин
Dustin Hoffman,1145,11/28/1965 0:00,Жүжигчин
Zack Snyder,1146,9/8/1961 0:00,Найруулагч
John Sturgess,1147,4/13/1945 0:00,Жүжигчин
David Wehnam,1148,2/21/1995 0:00,Жүжигчин
Tony Craig,1149,11/7/1989 0:00,Найруулагч
Roberts Gannaway,1150,9/20/1942 0:00,Найруулагч
Daveigh Chase,1151,8/18/1968 0:00,Жүжигчин
Chris Sanders,1152,8/30/1971 0:00,Найруулагч
David Ogden Stiers,1153,12/23/1970 0:00,Жүжигчин
Er Cheng,1154,8/25/2000 0:00,Найруулагч
Dahong Ni,1155,12/11/1949 0:00,Жүжигчин
Luodan Wang,1156,12/10/1951 0:00,Жүжигчин
Mark Dindal,1157,2/10/1956 0:00,Найруулагч
Zach Braff,1158,11/14/1999 0:00,Найруулагч
Garry Marshall,1159,2/1/2002 0:00,Найруулагч
Don Knotts,1160,12/12/1942 0:00,Жүжигчин
Callie Khouri,1161,9/19/1981 0:00,Найруулагч
Diane Keaton,1162,5/15/1955 0:00,Жүжигчин
Queen Latifah,1163,9/16/1952 0:00,Жүжигчин
Katie Holmes,1164,4/11/1959 0:00,Жүжигчин
Asger Leth,1165,10/30/1952 0:00,Найруулагч
Sam Worthington,1166,5/9/1972 0:00,Жүжигчин
Elizabeth Banks,1167,9/17/2005 0:00,Найруулагч
Simon Wells,1168,9/15/1978 0:00,Найруулагч
Seth Green,1169,9/26/1987 0:00,Жүжигчин
Dan Fogler,1170,7/22/1972 0:00,Жүжигчин
Joan Cusack,1171,12/1/1940 0:00,Жүжигчин
Pete Docter,1172,7/20/1945 0:00,Найруулагч
Billy Crystal,1173,9/29/1957 0:00,Жүжигчин
Mary Gibbs,1174,1/31/1956 0:00,Жүжигчин
Mark Waters,1175,6/24/1995 0:00,Найруулагч
Carla Gugino,1176,9/5/1995 0:00,Жүжигчин
Richard Rich,1177,5/16/1996 0:00,Найруулагч
Eli Allem,1178,1/30/1982 0:00,Жүжигчин
Nicholas Kadi,1179,9/15/1976 0:00,Жүжигчин
Julia Max,1180,11/5/1982 0:00,Жүжигчин
Kajol,1181,11/6/1966 0:00,Жүжигчин
Ethan Coen,1182,3/26/1984 0:00,Найруулагч
Joel Coen,1183,6/7/1992 0:00,Найруулагч
Tommy Lee Jones,1184,5/9/1990 0:00,Жүжигчин
Javier Bardem,1185,7/6/1980 0:00,Жүжигчин
Josh Brolin,1186,11/1/1943 0:00,Жүжигчин
Charlie Bewley,1187,11/6/1987 0:00,Жүжигчин
Alan Cumming,1188,3/12/1964 0:00,Жүжигчин
Wuershan,1189,1/30/1989 0:00,Найруулагч
Wei Zhao,1190,8/11/1975 0:00,Жүжигчин
Tod Williams,1191,2/27/1998 0:00,Найруулагч
David Bierend,1192,5/4/1962 0:00,Жүжигчин
Molly Ephraim,1193,6/22/2001 0:00,Жүжигчин
Henry Joost,1194,9/26/1995 0:00,Найруулагч
Ariel Schulman,1195,11/7/1961 0:00,Найруулагч
Stephen Dunham,1196,11/7/1971 0:00,Жүжигчин
Katie Featherston,1197,1/26/1975 0:00,Жүжигчин
Matt Shively,1198,9/24/1990 0:00,Жүжигчин
Chris Butler,1199,6/26/1985 0:00,Найруулагч
Sam Fell,1200,3/26/1996 0:00,Найруулагч
Kodi Smit-McPhee,1201,5/30/1964 0:00,Жүжигчин
Christopher Mintz-Plasse,1202,4/26/1973 0:00,Жүжигчин
José Luis Massa,1203,6/8/1968 0:00,Найруулагч
Norma Aleandro,1204,1/12/2000 0:00,Жүжигчин
Julián Weich,1205,2/17/1960 0:00,Жүжигчин
Lucila Gómez,1206,10/1/1978 0:00,Жүжигчин
Greg Mottola,1207,12/6/1947 0:00,Найруулагч
Simon Pegg,1208,2/13/1996 0:00,Зохиолч
Nick Frost,1209,5/11/1965 0:00,Жүжигчин
Michael Bay,1210,6/24/1962 0:00,Найруулагч
Josh Hartnett,1211,6/22/1978 0:00,Жүжигчин
Kate Beckinsale,1212,12/2/1972 0:00,Жүжигчин
Tomoko Yamaguchi,1213,12/20/1995 0:00,Жүжигчин
Cate Blanchett,1214,1/27/1975 0:00,Жүжигчин
Brad Bird,1215,2/14/1974 0:00,Найруулагч
Jan Pinkava,1216,12/5/1946 0:00,Найруулагч
Brad Garrett,1217,6/12/1941 0:00,Жүжигчин
Lou Romano,1218,4/21/1966 0:00,Жүжигчин
Patton Oswalt,1219,11/18/2005 0:00,Жүжигчин
Thierry Schiel,1220,7/18/2000 0:00,Найруулагч
Lorant Deutsch,1221,7/6/1981 0:00,Жүжигчин
Milla Jovovich,1222,8/20/1981 0:00,Жүжигчин
Ali Larter,1223,11/2/1965 0:00,Жүжигчин
Wentworth Miller,1224,9/19/1951 0:00,Жүжигчин
Karen Disher,1225,7/25/1940 0:00,Найруулагч
Jesse Eisenberg,1226,5/13/1962 0:00,Жүжигчин
Anne Hathaway,1227,11/20/1960 0:00,Жүжигчин
Chris Wedge,1228,8/23/1952 0:00,Найруулагч
Ewan McGregor,1229,2/7/1957 0:00,Жүжигчин
Kresten Vestbjerg Andersen,1230,8/21/1941 0:00,Найруулагч
Anders Juul,1231,2/16/1980 0:00,Жүжигчин
Hadi Ka-Koush,1232,3/19/2001 0:00,Жүжигчин
Laerke Winther,1233,8/5/1985 0:00,Жүжигчин
Keishi Ohtomo,1234,7/31/1969 0:00,Найруулагч
Emi Takei,1235,9/27/1967 0:00,Жүжигчин
Takeru Sato,1236,4/18/1960 0:00,Жүжигчин
Kaige Chen,1237,5/25/1949 0:00,Найруулагч
Xueqi Wang,1238,7/2/1979 0:00,Жүжигчин
Edgar Wright,1239,5/23/1977 0:00,Найруулагч
Michael Cera,1240,6/25/1940 0:00,Жүжигчин
Mary Elizabeth Winstead,1241,6/4/1967 0:00,Жүжигчин
Peggy Holmes,1242,5/8/1958 0:00,Найруулагч
Timothy Dalton,1243,3/28/1951 0:00,Жүжигчин
Lucy Hale,1244,5/27/1986 0:00,Жүжигчин
Andrew Adamso,1245,9/15/1974 0:00,Найруулагч
Mike Myers,1246,10/30/1981 0:00,Жүжигчин
Eddie Murphy,1247,2/2/1987 0:00,Жүжигчин
Andrew Adamson,1248,10/19/2004 0:00,Найруулагч
Mike Mitchell,1249,12/25/1992 0:00,Найруулагч
Raman Hui,1250,12/10/1980 0:00,Найруулагч
Lorna Cook,1251,1/6/1998 0:00,Найруулагч
Matt Damon,1252,10/8/1970 0:00,Жүжигчин
James Cromwell,1253,7/8/1971 0:00,Жүжигчин
Daniel Studi,1254,12/29/2004 0:00,Жүжигчин
Jim Mickle,1255,4/3/1990 0:00,Найруулагч
Connor Paolo,1256,12/16/1982 0:00,Жүжигчин
Nick Damici,1257,8/15/1999 0:00,Жүжигчин
Leraldo Anzaldua,1258,7/26/1987 0:00,Жүжигчин
Luci Christian,1259,10/17/1958 0:00,Жүжигчин
Max Giwa,1260,7/29/2003 0:00,Найруулагч
Dania Pasquini,1261,2/21/1981 0:00,Найруулагч
Tom Conti,1262,8/12/1991 0:00,Жүжигчин
Sofia Boutella,1263,5/30/1970 0:00,Жүжигчин
Enrique Gato,1264,3/17/1997 0:00,Найруулагч
Meritxell Ane,1265,11/23/1944 0:00,Жүжигчин
Oscar Barberan,1266,7/13/1947 0:00,Жүжигчин
Nathan Greno,1267,6/21/1973 0:00,Найруулагч
Byron Howard,1268,5/4/1988 0:00,Найруулагч
Mandy Moore,1269,5/29/1993 0:00,Жүжигчин
Zachary Levi,1270,1/17/1969 0:00,Жүжигчин
Yoichi Mori,1271,11/17/1982 0:00,Найруулагч
Isshin Chiba,1272,7/3/1976 0:00,Жүжигчин
Darren Daniels,1273,6/18/2003 0:00,Жүжигчин
Kyle Hebert,1274,3/4/1983 0:00,Жүжигчин
Gela Babluani,1275,7/6/1967 0:00,Найруулагч
Sam Riley,1276,1/4/2004 0:00,Жүжигчин
Alice Barrett,1277,1/29/1947 0:00,Жүжигчин
Gaby Hoffmann,1278,12/25/2004 0:00,Жүжигчин
Linshan Zhao,1279,3/1/1950 0:00,Найруулагч
Yifei Liu,1280,1/9/1959 0:00,Жүжигчин
Hiroshi Tamaki,1281,3/21/1994 0:00,Жүжигчин
Martin Scorsese,1282,6/5/1988 0:00,Найруулагч
Leonardo DiCaprio,1283,11/11/1974 0:00,Жүжигчин
Drew Goddard,1284,1/17/2004 0:00,Найруулагч
Kristen Connolly,1285,7/1/1989 0:00,Жүжигчин
Chris Hemsworth,1286,1/16/1982 0:00,Жүжигчин
David Fincher,1287,11/13/1962 0:00,Найруулагч
Brad Pitt,1288,12/18/1963 0:00,Жүжигчин
Tilda Swinton,1289,4/23/1940 0:00,Жүжигчин
David Spade,1290,8/27/1959 0:00,Жүжигчин
Sylvester Stallone,1291,7/16/1973 0:00,Найруулагч
David R Ellis,1292,4/22/1991 0:00,Найруулагч
Nick Zano,1293,7/30/2003 0:00,Жүжигчин
Krista Allen,1294,4/27/1972 0:00,Жүжигчин
Andrew Fiscella,1295,10/1/1997 0:00,Жүжигчин
Nancy Meyers,1296,1/17/2005 0:00,Найруулагч
Kate Winslet,1297,9/30/1996 0:00,Жүжигчин
Craig T Nelson,1298,9/9/1970 0:00,Жүжигчин
Holly Hunter,1299,6/20/1961 0:00,Жүжигчин
Brad Furman,1300,7/17/2004 0:00,Найруулагч
Matthew McConaughey,1301,12/19/1955 0:00,Жүжигчин
Marisa Tomei,1302,3/1/1967 0:00,Жүжигчин
Ryan Phillippe,1303,11/19/1944 0:00,Жүжигчин
Roger Allers,1304,5/20/1992 0:00,Найруулагч
Rob Minkoff,1305,11/21/1982 0:00,Найруулагч
Darrell Rooney,1306,8/6/1945 0:00,Найруулагч
Rob LaDuca,1307,8/25/1954 0:00,Найруулагч
Neve Campbell,1308,8/29/1976 0:00,Жүжигчин
Andy Dick,1309,9/1/1975 0:00,Жүжигчин
Scott Hicks,1310,12/8/1992 0:00,Найруулагч
